"Estado","Sexo","Edad","Color","Años de estudio","Ingresos","Altura"
"Sao Paulo","Masculino","37","Pardo","10","1500","1.74"
"Rio Grande do Sul","Masculino","32","Blanco","15","25000","1.74"
"Para","Femenino","62","Pardo","15","900","1.69"
"Mato Grosso","Masculino","30","Negro","9","3500","1.58"
"Rio de Janeiro","Masculino","49","Blanco","8","2000","1.79"
"Sao Paulo","Masculino","30","Pardo","11","1500","1.6"
"Sao Paulo","Masculino","29","Blanco","11","2400","1.76"
"Distrito Federal","Masculino","34","Pardo","15","3000","1.77"
"Distrito Federal","Masculino","48","Pardo","11","3500","1.84"
"Sao Paulo","Masculino","36","Blanco","11","788","1.73"
"Para","Masculino","42","Blanco","9","1000","1.74"
"Bahia","Masculino","57","Pardo","2","320","1.49"
"Mato Grosso","Femenino","34","Pardo","8","1000","1.64"
"Bahia","Masculino","24","Blanco","9","300","1.65"
"Maranhao","Masculino","32","Pardo","6","1500","1.79"
"Parana","Masculino","49","Blanco","11","1500","1.73"
"Para","Masculino","46","Pardo","8","800","1.7"
"Piaui","Masculino","47","Blanco","3","0","1.59"
"Sao Paulo","Masculino","72","Pardo","0","1600","1.7"
"Rio de Janeiro","Femenino","32","Blanco","15","3500","1.76"
"Rio de Janeiro","Femenino","52","Pardo","5","1100","1.76"
"Rio de Janeiro","Masculino","44","Pardo","11","1200","1.61"
"Bahia","Femenino","54","Blanco","1","788","1.58"
"Ceara","Femenino","59","Negro","8","788","1.69"
"Paraiba","Masculino","39","Blanco","15","5000","1.71"
"Bahia","Masculino","38","Negro","8","80","1.73"
"Mato Grosso","Masculino","58","Negro","2","2000","1.62"
"Minas Gerais","Masculino","69","Blanco","15","6000","1.77"
"Acres","Masculino","55","Pardo","11","3000","1.66"
"Rio Grande do Sul","Masculino","50","Blanco","14","11000","1.74"
"Parana","Femenino","32","Blanco","15","4500","1.75"
"Parana","Masculino","81","Blanco","0","2000","1.58"
"Bahia","Masculino","29","Pardo","11","1200","1.81"
"Parana","Masculino","30","Pardo","11","2500","1.73"
"Minas Gerais","Femenino","56","Pardo","0","788","1.77"
" Goias","Femenino","22","Pardo","8","800","1.83"
"Tocantins","Masculino","23","Pardo","9","1000","1.59"
"Minas Gerais","Femenino","53","Pardo","5","0","1.76"
"Rio Grande do Sul","Masculino","52","Blanco","2","1300","1.83"
"Tocantins","Masculino","35","Pardo","5","900","1.74"
"Sao Paulo","Masculino","44","Blanco","11","2400","1.7"
"Rondonia","Masculino","49","Pardo","5","1000","1.83"
"Rio Grande do Sul","Masculino","42","Blanco","7","800","1.68"
"Piaui","Masculino","70","Blanco","4","0","1.73"
" Goias","Masculino","37","Blanco","5","1200","1.69"
"Bahia","Masculino","55","Negro","0","150","1.62"
"Amazonas","Masculino","28","Blanco","11","1800","1.7"
"Minas Gerais","Masculino","37","Blanco","0","800","1.79"
"Rio Grande do Sul","Masculino","42","Negro","15","3500","1.74"
"Parana","Femenino","47","Blanco","12","300","1.71"
"Acres","Femenino","41","Pardo","15","900","1.71"
"Para","Masculino","30","Pardo","11","800","1.67"
"Sao Paulo","Femenino","35","Pardo","11","940","1.6"
"Minas Gerais","Masculino","37","Pardo","11","1050","1.58"
"Rio Grande do Norte","Femenino","39","Pardo","12","500","1.76"
"Santa Catarina","Masculino","27","Blanco","11","2000","1.81"
" Goias","Masculino","43","Blanco","6","2360","1.7"
"Para","Femenino","54","Pardo","4","500","1.75"
"Santa Catarina","Masculino","38","Pardo","15","1200","1.56"
"Minas Gerais","Femenino","56","Pardo","4","420","1.82"
"Amazonas","Masculino","35","Pardo","11","800","1.7"
"Parana","Masculino","68","Blanco","7","3000","1.73"
"Mato Grosso","Masculino","44","Blanco","7","3200","1.79"
"Bahia","Femenino","34","Pardo","3","300","1.66"
"Ceara","Masculino","36","Blanco","11","250","1.68"
"Pernambuco","Masculino","40","Pardo","9","1700","1.81"
"Minas Gerais","Masculino","33","Pardo","8","847","1.74"
"Rio de Janeiro","Femenino","47","Negro","11","788","1.76"
"Rio Grande do Norte","Femenino","53","Pardo","6","788","1.74"
"Minas Gerais","Masculino","38","Blanco","11","1800","1.76"
" Goias","Masculino","34","Pardo","11","1400","1.9"
"Sao Paulo","Masculino","51","Pardo","11","2300","1.63"
"Rio Grande do Sul","Femenino","50","Blanco","15","8000","1.71"
"Espirito Santo","Femenino","61","Pardo","6","900","1.63"
"Ceara","Masculino","24","Pardo","9","400","1.62"
"Rio Grande do Sul","Femenino","38","Blanco","15","7000","1.73"
"Sao Paulo","Masculino","57","Pardo","5","2000","1.7"
"Parana","Femenino","49","Blanco","11","900","1.69"
"Rondonia","Masculino","28","Negro","15","1200","1.6"
"Ceara","Femenino","40","Pardo","10","500","1.64"
"Minas Gerais","Masculino","52","Blanco","4","800","1.72"
"Bahia","Masculino","37","Negro","5","788","1.75"
"Ceara","Masculino","56","Blanco","1","0","1.62"
"Sao Paulo","Masculino","41","Blanco","11","3000","1.65"
"Parana","Femenino","41","Blanco","8","1200","1.65"
"Rio Grande do Norte","Femenino","50","Pardo","1","1000","1.62"
"Pernambuco","Femenino","41","Pardo","8","788","1.57"
"Para","Femenino","24","Pardo","10","1600","1.56"
"Rio de Janeiro","Masculino","53","Negro","4","2500","1.54"
"Ceara","Masculino","35","Negro","7","1700","1.68"
"Bahia","Femenino","32","Negro","6","819","1.64"
"Bahia","Masculino","44","Pardo","9","788","1.69"
"Parana","Masculino","47","Pardo","15","1300","1.71"
"Rio de Janeiro","Femenino","65","Blanco","11","300","1.73"
"Rio de Janeiro","Masculino","57","Blanco","11","1000","1.74"
"Sao Paulo","Masculino","32","Pardo","12","1200","1.69"
"Para","Masculino","60","Pardo","3","200","1.81"
"Rondonia","Masculino","32","Negro","3","400","1.76"
"Minas Gerais","Masculino","37","Pardo","12","1900","1.79"
"Santa Catarina","Femenino","48","Blanco","11","801","1.8"
"Parana","Masculino","40","Blanco","0","788","1.86"
"Rio de Janeiro","Masculino","38","Negro","10","1400","1.82"
"Mato Grosso","Masculino","27","Pardo","8","2500","1.7"
"Sao Paulo","Masculino","33","Amarillo","15","4000","1.66"
"Amazonas","Masculino","41","Pardo","0","200","1.56"
"Pernambuco","Masculino","48","Pardo","1","788","1.52"
"Rio de Janeiro","Masculino","37","Blanco","2","1500","1.72"
"Pernambuco","Femenino","56","Blanco","5","900","1.74"
"Rio de Janeiro","Masculino","69","Pardo","4","500","1.69"
"Parana","Femenino","38","Pardo","15","1600","1.56"
" Goias","Masculino","37","Blanco","15","2500","1.71"
"Bahia","Femenino","43","Negro","5","1200","1.85"
"Paraiba","Masculino","46","Blanco","1","788","1.75"
"Tocantins","Masculino","38","Pardo","5","1200","1.72"
"Bahia","Femenino","41","Pardo","11","788","1.78"
"Santa Catarina","Masculino","53","Blanco","8","5000","1.72"
"Bahia","Masculino","69","Pardo","8","3000","1.62"
"Parana","Masculino","41","Blanco","11","2800","1.72"
"Rio Grande do Sul","Masculino","32","Blanco","12","3100","1.71"
"Alagoas","Masculino","26","Pardo","7","788","1.74"
"Santa Catarina","Masculino","55","Blanco","8","788","1.79"
"Ceara","Masculino","29","Negro","15","1300","1.73"
"Minas Gerais","Femenino","29","Pardo","11","450","1.72"
"Bahia","Masculino","60","Pardo","4","900","1.5"
"Rio de Janeiro","Masculino","43","Pardo","8","3000","1.64"
"Minas Gerais","Masculino","57","Pardo","4","800","1.45"
"Pernambuco","Masculino","36","Blanco","5","1200","1.78"
"Pernambuco","Femenino","71","Blanco","5","100","1.73"
"Rio Grande do Sul","Masculino","66","Blanco","5","1800","1.8"
"Rio Grande do Sul","Masculino","31","Blanco","7","2100","1.71"
"Sao Paulo","Femenino","56","Pardo","11","2200","1.61"
"Para","Masculino","52","Pardo","5","1000","1.69"
"Minas Gerais","Masculino","50","Pardo","8","1600","1.7"
"Tocantins","Femenino","46","Blanco","11","3000","1.72"
"Ceara","Femenino","48","Pardo","5","280","1.69"
"Bahia","Femenino","37","Negro","8","550","1.66"
"Mato Grosso","Femenino","42","Blanco","11","788","1.67"
"Bahia","Femenino","54","Negro","7","700","1.69"
"Bahia","Femenino","35","Negro","10","500","1.6"
"Minas Gerais","Masculino","38","Blanco","15","7880","1.69"
"Parana","Femenino","38","Blanco","11","788","1.62"
"Minas Gerais","Masculino","55","Blanco","4","0","1.88"
"Mato Grosso","Masculino","34","Blanco","6","1200","1.74"
"Amazonas","Masculino","45","Pardo","11","3000","1.66"
"Sao Paulo","Masculino","41","Negro","11","788","1.73"
"Rondonia","Masculino","48","Blanco","15","3000","1.65"
"Rio Grande do Sul","Masculino","46","Blanco","7","5000","1.69"
"Sao Paulo","Masculino","32","Pardo","15","8000","1.76"
"Rio Grande do Norte","Masculino","67","Blanco","4","1500","1.85"
"Bahia","Femenino","43","Negro","15","1035","1.63"
"Minas Gerais","Masculino","31","Pardo","7","788","1.75"
"Piaui","Masculino","57","Pardo","1","140","1.61"
" Goias","Femenino","39","Pardo","9","1000","1.67"
" Goias","Masculino","28","Blanco","14","1440","1.68"
"Paraiba","Masculino","20","Pardo","4","160","1.76"
"Minas Gerais","Femenino","51","Pardo","6","788","1.7"
"Mato Grosso","Masculino","52","Pardo","11","2000","1.74"
"Ceara","Masculino","37","Pardo","15","3000","1.65"
" Goias","Femenino","36","Blanco","11","788","1.78"
"Minas Gerais","Masculino","49","Pardo","8","1576","1.74"
" Goias","Masculino","23","Pardo","11","2000","1.6"
"Sao Paulo","Masculino","49","Blanco","11","2800","1.6"
"Distrito Federal","Masculino","27","Blanco","15","2500","1.65"
"Rio Grande do Sul","Femenino","33","Blanco","15","7500","1.67"
"Ceara","Femenino","50","Blanco","8","788","1.62"
"Mato Grosso do Sul","Masculino","47","Blanco","7","2600","1.72"
"Parana","Femenino","34","Blanco","4","560","1.64"
"Pernambuco","Masculino","33","Pardo","6","1500","1.76"
"Rio Grande do Sul","Masculino","57","Blanco","11","2000","1.64"
"Piaui","Femenino","50","Pardo","15","788","1.73"
"Sao Paulo","Masculino","62","Blanco","11","3000","1.77"
"Sao Paulo","Femenino","36","Blanco","11","350","1.75"
"Bahia","Masculino","48","Pardo","15","5500","1.65"
"Rio Grande do Norte","Masculino","36","Pardo","10","300","1.69"
"Minas Gerais","Masculino","36","Pardo","0","1400","1.77"
"Santa Catarina","Masculino","45","Pardo","15","5200","1.76"
"Roraima","Masculino","33","Negro","11","800","1.79"
"Pernambuco","Masculino","52","Blanco","15","750","1.64"
"Tocantins","Femenino","33","Blanco","11","1300","1.66"
"Rio Grande do Norte","Femenino","50","Pardo","9","1000","1.59"
"Minas Gerais","Masculino","34","Pardo","8","1100","1.77"
"Pernambuco","Masculino","45","Pardo","11","1200","1.65"
"Ceara","Masculino","30","Blanco","12","1500","1.68"
"Tocantins","Masculino","37","Pardo","0","500","1.59"
"Bahia","Femenino","34","Pardo","0","200","1.62"
"Mato Grosso","Masculino","29","Pardo","13","1650","1.79"
"Rio de Janeiro","Femenino","23","Pardo","11","788","1.71"
"Pernambuco","Masculino","30","Pardo","7","1100","1.49"
"Bahia","Masculino","26","Negro","2","400","1.66"
"Mato Grosso","Masculino","45","Blanco","11","2500","1.74"
"Parana","Masculino","35","Blanco","8","1700","1.68"
"Sao Paulo","Femenino","57","Blanco","4","1500","1.66"
"Amazonas","Femenino","50","Blanco","15","1200","1.85"
"Bahia","Femenino","48","Negro","6","788","1.69"
"Pernambuco","Masculino","45","Pardo","10","7000","1.71"
"Sao Paulo","Masculino","39","Pardo","15","3500","1.75"
"Sao Paulo","Femenino","56","Blanco","8","1100","1.7"
"Pernambuco","Masculino","50","Pardo","4","800","1.61"
"Sao Paulo","Masculino","35","Pardo","5","1500","1.68"
"Rio Grande do Sul","Masculino","32","Blanco","6","1200","1.63"
"Minas Gerais","Masculino","37","Pardo","11","1750","1.72"
"Mato Grosso","Masculino","31","Pardo","3","800","1.79"
"Rio Grande do Sul","Masculino","58","Blanco","2","1300","1.73"
"Sao Paulo","Masculino","47","Blanco","14","2000","1.64"
"Amazonas","Femenino","24","Pardo","8","788","1.77"
"Tocantins","Masculino","39","Blanco","15","1000","1.68"
"Piaui","Femenino","37","Pardo","3","0","1.69"
"Maranhao","Femenino","50","Pardo","3","200","1.65"
"Rio de Janeiro","Femenino","40","Negro","11","600","1.71"
"Rio Grande do Norte","Femenino","23","Blanco","7","400","1.72"
"Minas Gerais","Masculino","75","Pardo","0","850","1.73"
"Bahia","Femenino","27","Negro","11","788","1.8"
"Sao Paulo","Masculino","46","Blanco","11","3000","1.88"
"Rio Grande do Sul","Masculino","56","Blanco","8","788","1.83"
"Rio de Janeiro","Masculino","64","Blanco","6","800","1.61"
"Minas Gerais","Masculino","25","Blanco","8","1300","1.61"
"Rio de Janeiro","Masculino","41","Negro","7","850","1.74"
"Distrito Federal","Masculino","39","Blanco","8","1300","1.78"
"Pernambuco","Femenino","59","Pardo","15","1000","1.79"
"Minas Gerais","Masculino","39","Pardo","7","2500","1.66"
"Minas Gerais","Masculino","36","Negro","12","3000","1.72"
"Mato Grosso do Sul","Masculino","48","Pardo","3","1400","1.69"
"Minas Gerais","Masculino","44","Blanco","11","3600","1.7"
"Sao Paulo","Masculino","34","Blanco","11","2000","1.79"
"Minas Gerais","Masculino","55","Blanco","0","2500","1.75"
"Ceara","Masculino","25","Blanco","6","1200","1.7"
"Pernambuco","Femenino","64","Blanco","8","480","1.61"
"Ceara","Masculino","52","Pardo","4","100","1.71"
"Rondonia","Femenino","67","Pardo","0","350","1.79"
"Sao Paulo","Femenino","45","Pardo","11","1200","1.74"
"Bahia","Masculino","32","Pardo","11","980","1.76"
"Sao Paulo","Femenino","33","Blanco","14","2000","1.67"
"Minas Gerais","Masculino","58","Pardo","11","2200","1.76"
"Minas Gerais","Masculino","40","Blanco","11","1600","1.66"
"Pernambuco","Masculino","25","Negro","14","3500","1.53"
"Amazonas","Masculino","67","Pardo","0","0","1.7"
"Bahia","Masculino","45","Blanco","4","100","1.66"
"Mato Grosso","Masculino","30","Pardo","10","1200","1.71"
"Pernambuco","Masculino","35","Negro","8","1500","1.8"
"Sergipe","Masculino","39","Blanco","3","1000","1.72"
"Minas Gerais","Masculino","46","Blanco","5","1500","1.59"
"Distrito Federal","Masculino","48","Blanco","0","6000","1.81"
"Sao Paulo","Masculino","48","Blanco","8","1400","1.66"
"Santa Catarina","Masculino","32","Blanco","11","1000","1.75"
"Roraima","Femenino","53","Pardo","11","6000","1.6"
"Sao Paulo","Masculino","60","Blanco","8","1500","1.6"
"Para","Masculino","43","Pardo","8","1200","1.78"
"Rio Grande do Sul","Masculino","37","Pardo","11","2500","1.68"
"Sao Paulo","Femenino","33","Pardo","11","788","1.59"
"Tocantins","Femenino","40","Pardo","11","788","1.68"
"Pernambuco","Masculino","48","Pardo","0","280","1.71"
"Rio Grande do Sul","Femenino","57","Blanco","0","10000","1.69"
"Maranhao","Masculino","34","Pardo","0","350","1.6"
"Para","Masculino","36","Pardo","5","700","1.73"
"Pernambuco","Masculino","49","Pardo","0","800","1.75"
"Santa Catarina","Masculino","28","Blanco","11","800","1.8"
"Rondonia","Masculino","67","Pardo","0","1000","1.64"
"Minas Gerais","Femenino","50","Pardo","1","240","1.79"
"Minas Gerais","Masculino","58","Pardo","11","7600","1.62"
"Piaui","Masculino","35","Blanco","9","1800","1.52"
"Sao Paulo","Masculino","38","Blanco","11","2600","1.75"
"Sao Paulo","Femenino","30","Negro","11","1083","1.64"
"Para","Masculino","53","Blanco","1","2000","1.72"
"Minas Gerais","Masculino","38","Pardo","15","7000","1.68"
"Bahia","Masculino","62","Pardo","0","500","1.71"
"Minas Gerais","Masculino","44","Blanco","8","1600","1.9"
"Distrito Federal","Masculino","51","Blanco","15","26000","1.66"
"Maranhao","Femenino","40","Pardo","13","500","1.74"
"Rio Grande do Sul","Femenino","31","Blanco","11","850","1.82"
" Goias","Femenino","59","Amarillo","15","5000","1.59"
"Minas Gerais","Masculino","68","Blanco","5","0","1.69"
"Minas Gerais","Masculino","55","Pardo","7","1500","1.68"
"Bahia","Masculino","47","Pardo","11","1200","1.69"
"Sao Paulo","Masculino","36","Blanco","11","3000","1.58"
"Bahia","Femenino","48","Negro","11","1400","1.69"
"Rio de Janeiro","Masculino","31","Pardo","11","1700","1.79"
"Tocantins","Masculino","39","Pardo","11","1290","1.61"
"Tocantins","Masculino","50","Negro","0","600","1.65"
"Sao Paulo","Masculino","59","Blanco","11","2000","1.75"
"Bahia","Masculino","33","Pardo","12","974","1.56"
"Piaui","Masculino","57","Blanco","1","2500","1.73"
"Pernambuco","Masculino","72","Blanco","4","60","1.88"
"Para","Masculino","32","Pardo","2","300","1.74"
"Rio Grande do Sul","Masculino","44","Blanco","15","1200","1.78"
"Sao Paulo","Femenino","44","Blanco","6","900","1.72"
"Parana","Femenino","53","Pardo","0","600","1.79"
"Minas Gerais","Masculino","34","Blanco","11","3000","1.63"
"Mato Grosso","Femenino","54","Blanco","11","2400","1.6"
"Bahia","Masculino","69","Pardo","1","1050","1.57"
"Bahia","Masculino","22","Blanco","12","1000","1.71"
"Minas Gerais","Femenino","43","Pardo","15","3000","1.78"
"Espirito Santo","Masculino","50","Blanco","4","3000","1.68"
"Rio de Janeiro","Femenino","30","Blanco","15","2500","1.6"
"Bahia","Masculino","36","Blanco","11","5000","1.69"
"Ceara","Femenino","58","Blanco","4","400","1.67"
"Rio de Janeiro","Masculino","52","Blanco","15","20000","1.72"
" Goias","Masculino","23","Blanco","10","4000","1.71"
"Rondonia","Femenino","35","Pardo","15","2800","1.65"
" Goias","Masculino","59","Blanco","14","4000","1.74"
"Sao Paulo","Femenino","49","Pardo","4","788","1.67"
"Ceara","Femenino","38","Blanco","11","788","1.72"
"Minas Gerais","Femenino","53","Negro","4","788","1.77"
"Bahia","Masculino","68","Pardo","3","0","1.62"
"Rio Grande do Sul","Masculino","61","Negro","5","1200","1.73"
"Para","Masculino","57","Pardo","8","700","1.7"
"Rio Grande do Sul","Femenino","40","Blanco","15","5000","1.67"
"Santa Catarina","Masculino","29","Blanco","15","788","1.7"
"Maranhao","Masculino","42","Pardo","11","1500","1.6"
"Bahia","Masculino","58","Negro","5","2020","1.76"
"Tocantins","Femenino","24","Blanco","15","1800","1.68"
"Parana","Masculino","39","Blanco","8","1200","1.81"
" Goias","Masculino","35","Negro","15","2000","1.83"
"Para","Masculino","33","Negro","8","1750","1.65"
"Roraima","Masculino","36","Blanco","8","788","1.52"
"Piaui","Masculino","32","Pardo","2","700","1.58"
"Minas Gerais","Femenino","52","Pardo","14","1500","1.73"
"Tocantins","Femenino","48","Pardo","15","3700","1.71"
"Sao Paulo","Masculino","46","Blanco","3","1700","1.76"
"Amapa","Femenino","35","Pardo","11","3150","1.75"
"Amazonas","Masculino","52","Pardo","11","1200","1.6"
"Sao Paulo","Femenino","49","Blanco","11","1500","1.74"
"Bahia","Femenino","39","Blanco","12","2000","1.91"
"Rio Grande do Sul","Femenino","36","Pardo","9","1100","1.72"
"Distrito Federal","Masculino","37","Blanco","8","1500","1.63"
" Goias","Masculino","27","Pardo","11","1500","1.59"
"Para","Masculino","29","Blanco","13","860","1.69"
"Pernambuco","Masculino","70","Pardo","5","845","1.73"
"Mato Grosso","Femenino","28","Pardo","14","1700","1.85"
"Para","Masculino","31","Pardo","8","1200","1.59"
"Rio Grande do Sul","Masculino","86","Pardo","0","0","1.66"
"Sao Paulo","Masculino","39","Pardo","4","1000","1.69"
"Amazonas","Masculino","18","Negro","5","600","1.56"
"Rio Grande do Norte","Femenino","33","Pardo","11","600","1.65"
"Parana","Masculino","40","Pardo","4","150","1.71"
"Sao Paulo","Masculino","50","Blanco","15","25000","1.74"
"Minas Gerais","Femenino","71","Negro","0","0","1.57"
"Sao Paulo","Femenino","51","Blanco","15","1300","1.76"
"Minas Gerais","Masculino","53","Pardo","4","788","1.73"
"Ceara","Femenino","48","Pardo","0","300","1.77"
"Santa Catarina","Masculino","39","Blanco","8","2500","1.63"
"Pernambuco","Femenino","60","Blanco","0","788","1.7"
"Piaui","Masculino","57","Pardo","0","700","1.84"
"Ceara","Masculino","37","Negro","11","800","1.66"
"Alagoas","Masculino","49","Pardo","2","0","1.72"
"Sao Paulo","Femenino","54","Blanco","4","900","1.72"
"Rio Grande do Sul","Femenino","49","Blanco","4","600","1.74"
"Acres","Masculino","44","Blanco","12","3200","1.8"
"Mato Grosso do Sul","Masculino","66","Blanco","15","12000","1.47"
"Sergipe","Masculino","38","Blanco","11","788","1.78"
"Sao Paulo","Masculino","63","Blanco","0","2500","1.76"
"Rio Grande do Sul","Masculino","41","Blanco","5","380","1.71"
"Distrito Federal","Femenino","26","Blanco","15","2700","1.72"
"Para","Masculino","31","Pardo","11","1800","1.69"
"Minas Gerais","Femenino","45","Pardo","4","1100","1.75"
"Distrito Federal","Masculino","46","Pardo","0","824","1.61"
"Bahia","Masculino","23","Negro","9","600","1.73"
"Rio Grande do Sul","Masculino","58","Blanco","5","1905","1.68"
"Para","Masculino","25","Pardo","11","788","1.75"
"Rio de Janeiro","Masculino","52","Blanco","15","4000","1.73"
"Sao Paulo","Femenino","36","Blanco","15","2500","1.63"
"Tocantins","Masculino","44","Pardo","11","5000","1.62"
"Maranhao","Masculino","26","Pardo","8","1200","1.68"
"Amazonas","Masculino","39","Pardo","8","250","1.6"
"Sao Paulo","Masculino","50","Pardo","5","896","1.73"
"Sergipe","Masculino","28","Pardo","8","788","1.63"
"Acres","Masculino","30","Pardo","12","1200","1.76"
"Ceara","Femenino","21","Negro","10","100","1.62"
"Sao Paulo","Masculino","35","Blanco","15","3500","1.66"
"Rio de Janeiro","Femenino","68","Blanco","4","400","1.68"
"Sao Paulo","Masculino","40","Amarillo","15","9000","1.71"
"Rio de Janeiro","Femenino","45","Pardo","8","950","1.79"
"Sao Paulo","Masculino","56","Negro","6","800","1.56"
" Goias","Femenino","52","Pardo","4","788","1.63"
"Parana","Femenino","47","Blanco","11","6500","1.57"
"Bahia","Masculino","53","Pardo","11","2500","1.64"
"Rondonia","Masculino","29","Pardo","10","788","1.72"
"Rondonia","Masculino","44","Pardo","11","5000","1.66"
"Rio de Janeiro","Masculino","35","Blanco","4","2000","1.77"
"Minas Gerais","Masculino","53","Negro","0","1800","1.7"
"Paraiba","Femenino","33","Pardo","7","200","1.72"
" Goias","Masculino","61","Pardo","4","1580","1.63"
"Para","Masculino","38","Blanco","15","7000","1.77"
"Minas Gerais","Femenino","25","Pardo","11","850","1.72"
"Sao Paulo","Masculino","28","Pardo","11","1600","1.72"
"Rio de Janeiro","Masculino","35","Pardo","10","2000","1.81"
"Minas Gerais","Masculino","28","Blanco","11","3500","1.79"
"Santa Catarina","Masculino","40","Blanco","8","1000","1.71"
" Goias","Masculino","21","Pardo","8","1200","1.74"
" Goias","Femenino","49","Blanco","7","200","1.67"
"Sao Paulo","Masculino","43","Blanco","13","1200","1.55"
"Rio de Janeiro","Masculino","50","Blanco","3","2300","1.81"
"Pernambuco","Femenino","33","Negro","11","1200","1.7"
"Bahia","Masculino","38","Negro","2","788","1.72"
"Minas Gerais","Masculino","33","Pardo","11","1200","1.58"
" Goias","Femenino","55","Pardo","15","2300","1.67"
"Bahia","Masculino","32","Pardo","13","3500","1.79"
"Rio de Janeiro","Masculino","53","Blanco","5","1260","1.51"
"Rio Grande do Sul","Femenino","57","Blanco","5","788","1.71"
"Sergipe","Masculino","49","Blanco","0","400","1.77"
"Rio Grande do Sul","Masculino","46","Blanco","11","5200","1.83"
"Rio de Janeiro","Femenino","41","Pardo","8","840","1.74"
"Piaui","Masculino","37","Pardo","4","140","1.73"
"Bahia","Masculino","58","Pardo","11","788","1.82"
"Rio Grande do Sul","Femenino","51","Blanco","11","920","1.82"
"Minas Gerais","Masculino","78","Pardo","3","1200","1.66"
"Bahia","Femenino","36","Pardo","0","200","1.67"
"Pernambuco","Masculino","66","Pardo","11","950","1.73"
"Rio Grande do Sul","Masculino","53","Blanco","4","1800","1.8"
"Minas Gerais","Masculino","61","Blanco","8","1000","1.82"
"Acres","Masculino","40","Pardo","0","1200","1.75"
"Sergipe","Femenino","27","Pardo","11","788","1.68"
"Ceara","Femenino","37","Pardo","11","600","1.74"
"Minas Gerais","Masculino","54","Negro","15","5000","1.8"
"Bahia","Femenino","42","Pardo","8","250","1.75"
"Amapa","Masculino","42","Pardo","9","4500","1.74"
"Tocantins","Femenino","32","Pardo","11","1200","1.76"
"Rio de Janeiro","Femenino","34","Pardo","11","800","1.52"
"Rio de Janeiro","Masculino","50","Negro","7","2430","1.66"
"Sao Paulo","Femenino","45","Blanco","11","700","1.67"
"Sao Paulo","Masculino","46","Blanco","4","1200","1.62"
"Amazonas","Femenino","51","Pardo","7","100","1.7"
"Rio Grande do Sul","Masculino","61","Blanco","5","500","1.65"
"Rio de Janeiro","Masculino","34","Pardo","7","1500","1.69"
"Ceara","Masculino","40","Pardo","2","0","1.63"
"Amazonas","Masculino","55","Pardo","0","1300","1.78"
"Parana","Masculino","39","Blanco","11","1200","1.66"
"Sao Paulo","Femenino","38","Blanco","11","2000","1.62"
"Rio Grande do Sul","Femenino","35","Blanco","8","10000","1.73"
"Sao Paulo","Femenino","35","Pardo","15","2000","1.67"
"Rio de Janeiro","Femenino","34","Pardo","9","788","1.73"
"Minas Gerais","Masculino","56","Pardo","6","788","1.73"
"Para","Masculino","24","Negro","10","1600","1.76"
"Minas Gerais","Masculino","59","Pardo","11","1500","1.69"
"Amapa","Masculino","40","Pardo","5","500","1.64"
"Rio Grande do Sul","Femenino","52","Blanco","2","900","1.77"
"Rio Grande do Sul","Femenino","50","Blanco","9","900","1.67"
"Maranhao","Masculino","76","Pardo","0","200","1.6"
"Maranhao","Masculino","42","Pardo","4","950","1.76"
" Goias","Masculino","35","Blanco","15","9000","1.73"
"Rondonia","Femenino","25","Pardo","9","1024","1.67"
"Minas Gerais","Masculino","64","Blanco","5","3000","1.63"
"Sao Paulo","Femenino","28","Pardo","15","2500","1.82"
"Rio Grande do Sul","Masculino","42","Pardo","3","2300","1.72"
"Rio Grande do Sul","Masculino","62","Pardo","8","1300","1.72"
"Amazonas","Masculino","39","Pardo","10","2300","1.65"
"Sao Paulo","Masculino","32","Blanco","15","8000","1.69"
"Rio Grande do Sul","Masculino","31","Blanco","15","12000","1.72"
"Para","Masculino","24","Blanco","11","1500","1.57"
"Minas Gerais","Masculino","40","Blanco","4","1200","1.71"
"Mato Grosso","Masculino","39","Negro","8","2000","1.59"
"Sao Paulo","Masculino","60","Blanco","4","1000","1.73"
"Ceara","Masculino","42","Pardo","3","1000","1.83"
"Piaui","Femenino","64","Pardo","12","600","1.56"
"Para","Masculino","25","Pardo","8","600","1.76"
" Goias","Femenino","34","Negro","5","1100","1.65"
"Minas Gerais","Masculino","53","Pardo","11","1200","1.67"
"Minas Gerais","Femenino","37","Blanco","0","0","1.81"
"Rio Grande do Sul","Masculino","57","Blanco","11","1060","1.6"
" Goias","Masculino","49","Blanco","2","2000","1.74"
"Rio de Janeiro","Masculino","47","Pardo","15","1700","1.66"
"Sao Paulo","Masculino","54","Blanco","15","7000","1.67"
"Sao Paulo","Masculino","50","Blanco","5","914","1.64"
"Rio Grande do Sul","Masculino","51","Blanco","4","1500","1.77"
"Pernambuco","Masculino","58","Pardo","11","1600","1.77"
"Ceara","Femenino","47","Pardo","0","788","1.73"
"Sergipe","Femenino","52","Pardo","4","60","1.58"
"Alagoas","Femenino","37","Blanco","15","2100","1.7"
"Bahia","Masculino","37","Pardo","11","2000","1.85"
"Pernambuco","Femenino","46","Pardo","14","1000","1.86"
"Rio Grande do Sul","Masculino","53","Blanco","4","800","1.83"
"Paraiba","Femenino","47","Blanco","15","670","1.78"
"Rio de Janeiro","Femenino","44","Blanco","15","1800","1.84"
" Goias","Femenino","66","Blanco","15","1000","1.75"
